prediccion,test
16.938295,16.765
16.938293,16.765
16.938293,16.764
16.938293,16.764
16.937387,16.763
16.937336,16.762
16.93733,16.762
16.93733,16.761
16.93733,16.761
16.93733,16.76
16.93733,16.76
16.93733,16.759
16.93733,16.758
16.93733,16.758
16.936422,16.757
16.93637,16.757
16.936365,16.756
16.93546,16.756
16.935408,16.755
16.935402,16.755
16.935402,16.755
16.935402,16.755
16.935402,16.755
16.935402,16.755
16.935402,16.755
16.935402,16.754
16.935402,16.754
16.935402,16.754
16.935402,16.754
16.935402,16.754
16.935402,16.754
16.935402,16.754
16.935402,16.754
16.935402,16.754
16.934494,16.754
16.934443,16.754
16.934437,16.753
16.934437,16.753
16.934437,16.753
16.934437,16.752
16.934437,16.751
16.934437,16.75
16.935343,16.749
16.935394,16.748
16.9354,16.747
16.935402,16.746
16.935402,16.744
16.935402,16.743
16.935402,16.742
16.935402,16.741
16.935402,16.74
16.935402,16.739
16.935402,16.738
16.934494,16.737
16.934443,16.736
16.93353,16.735
16.93348,16.733
16.933474,16.732
16.932566,16.731
16.932514,16.735
16.931602,16.738
16.931551,16.742
16.930637,16.745
16.930586,16.748
16.93058,16.752
16.93058,16.755
16.93058,16.759
16.93058,16.762
16.93058,16.766
16.93058,16.769
16.93058,16.772
16.931486,16.776
16.931538,16.779
16.931543,16.783
16.93245,16.786
16.9325,16.79
16.932507,16.793
16.932508,16.797
16.933414,16.8
16.933466,16.801
16.934378,16.802
16.934431,16.803
16.935343,16.804
16.935394,16.806
16.936308,16.807
16.93636,16.808
16.937271,16.809
16.937323,16.81
16.938236,16.811
16.938288,16.812
16.939201,16.813
16.939253,16.814
16.940165,16.815
16.940216,16.817
16.94113,16.818
16.941181,16.819
16.942095,16.82
16.942146,16.821
16.94306,16.822
16.944017,16.823
16.944075,16.825
16.944988,16.826
16.94504,16.827
16.945953,16.829
16.946003,16.83
16.946009,16.831
16.946918,16.833
16.946968,16.834
16.946974,16.835
16.946974,16.836
16.946974,16.838
16.946974,16.839
16.946974,16.84
16.946974,16.842
16.946974,16.843
16.946974,16.844
16.946974,16.846
16.947882,16.847
16.947933,16.848
16.947939,16.847
16.948847,16.846
16.948896,16.845
16.949812,16.844
16.949862,16.843
16.949867,16.842
16.950777,16.841
16.951735,16.84
16.95179,16.839
16.952705,16.838
16.952755,16.837
16.95367,16.836
16.95463,16.836
16.954685,16.835
16.9556,16.834
16.95565,16.833
16.956564,16.832
16.956614,16.831
16.95753,16.83
16.958488,16.829
16.959454,16.83
16.960419,16.832
16.961384,16.834
16.962347,16.836
16.963312,16.838
16.964277,16.84
16.965242,16.841
16.966208,16.843
16.967173,16.845
16.96905,16.847
16.970062,16.849
16.971031,16.851
16.97291,16.852
16.973923,16.854
16.975805,16.856
16.976816,16.858
16.9787,16.86
16.979713,16.862
16.981596,16.863
16.982609,16.865
16.98358,16.866
16.985458,16.866
16.98647,16.867
16.988354,16.867
16.989365,16.867
16.99125,16.868
16.993176,16.868
16.994192,16.869
16.996077,16.869
16.998003,16.869
16.99902,16.87
17.000904,16.87
17.00283,16.871
17.003845,16.871
17.005733,16.872
17.006742,16.872
17.00863,16.872
17.010557,16.873
17.012487,16.873
17.013502,16.874
17.01539,16.875
17.017317,16.875
17.019249,16.876
17.020262,16.877
17.02215,16.878
17.024078,16.879
17.025091,16.88
17.026981,16.881
17.028908,16.882
17.03084,16.883
17.032772,16.884
17.034704,16.885
17.036636,16.886
17.038568,16.887
17.0405,16.888
17.043354,16.889
17.045326,16.89
17.047264,16.891
17.049196,16.892
17.052052,16.892
17.054024,16.897
17.056883,16.901
17.058855,16.905
17.061716,16.91
17.063688,16.914
17.06655,16.918
17.06852,16.922
17.071383,16.927
17.073353,16.931
17.076216,16.935
17.078186,16.939
17.080124,16.944
17.082983,16.948
17.084953,16.952
17.086891,16.957
17.089752,16.961
17.09172,16.965
17.094585,16.969
17.097483,16.974
17.100384,16.978
17.102358,16.979
17.105223,16.981
17.107193,16.982
17.11006,16.984
17.112957,16.986
17.11493,16.987
17.117798,16.989
17.119766,16.99
17.122633,16.992
17.125532,16.993
17.128435,16.995
17.131336,16.996
17.133308,16.998
17.136177,16.999
17.139076,17.001
17.14198,17.003
17.144882,17.004
17.147785,17.006
17.149755,17.007
17.152628,17.009
17.155527,17.009
17.157497,17.009
17.16037,17.009
17.162334,17.009
17.164274,17.009
17.167145,17.009
17.16911,17.009
17.17105,17.009
17.172985,17.009
17.174921,17.009
17.17592,17.01
17.177828,17.01
17.17976,17.01
17.18076,17.01
17.182667,17.01
17.183662,17.01
17.184633,17.01
17.186539,17.01
17.187534,17.01
17.188505,17.01
17.189474,17.013
17.190441,17.016
17.19141,17.019
17.19144,17.022
17.19238,17.025
17.192408,17.028
17.193348,17.031
17.193375,17.033
17.194317,17.036
17.194344,17.039
17.194345,17.042
17.194347,17.045
17.193409,17.048
17.193382,17.051
17.193378,17.054
17.193378,17.057
17.193378,17.06
17.193378,17.063
17.193378,17.066
17.193378,17.068
17.193378,17.07
17.193378,17.072
17.193378,17.074
17.193378,17.076
17.194317,17.078
17.194344,17.079
17.194345,17.081
17.194347,17.083
17.194347,17.085
17.194347,17.087
17.194347,17.088
17.194347,17.09
17.194347,17.092
17.194347,17.094
17.194347,17.096
17.194347,17.098
17.194347,17.099
17.194347,17.101
17.194347,17.103
17.194347,17.105
17.194347,17.107
17.194347,17.108
17.193409,17.11
17.193382,17.112
17.193378,17.113
17.193378,17.115
17.193378,17.117
17.193378,17.119
17.194317,17.12
17.193405,17.122
17.193382,17.124
17.193378,17.126
17.193378,17.127
17.193378,17.129
17.19244,17.131
17.192413,17.133
17.192411,17.134
17.191473,17.136
17.191446,17.138
17.191442,17.14
17.190506,17.139
17.190477,17.138
17.190475,17.137
17.190475,17.136
17.189537,17.135
17.18951,17.134
17.189507,17.133
17.189507,17.132
17.18857,17.131
17.188541,17.13
17.18854,17.129
17.18854,17.128
17.18854,17.127
17.187601,17.127
17.187574,17.126
17.186634,17.125
17.185669,17.124
17.185638,17.123
17.184698,17.122
17.183733,17.121
17.182766,17.12
17.180862,17.119
17.179867,17.118
17.178896,17.117
17.177929,17.116
17.176023,17.114
17.175028,17.113
17.173122,17.112
17.172125,17.111
17.17022,17.11
17.169224,17.109
17.167316,17.108
17.16632,17.107
17.16535,17.106
17.163448,17.105
17.16245,17.104
17.16148,17.103
17.160513,17.101
17.159546,17.1
17.158579,17.099
17.158545,17.099
17.157608,17.1
17.156643,17.1
17.155676,17.1
17.155643,17.1
17.154705,17.1
17.153742,17.1
17.152775,17.1
17.15274,17.1
17.151804,17.1
17.150839,17.101
17.150806,17.101
17.149868,17.101
17.149837,17.101
17.149836,17.101
17.149834,17.101
17.149834,17.101
17.149834,17.101
17.149834,17.101
17.150768,17.102
17.150799,17.104
17.150803,17.106
17.150803,17.108
17.150803,17.11
17.150803,17.112
17.151735,17.114
17.151766,17.116
17.15177,17.117
17.152702,17.119
17.152733,17.121
17.15367,17.123
17.153702,17.125
17.154638,17.127
17.154669,17.129
17.155605,17.131
17.155636,17.133
17.15564,17.135
17.156572,17.137
17.156603,17.139
17.156607,17.141
17.157541,17.142
17.15757,17.143
17.158508,17.144
17.158539,17.145
17.159475,17.146
17.159506,17.147
17.160442,17.148
17.161407,17.149
17.162374,17.15
17.162409,17.151
17.163345,17.152
17.16431,17.153
17.164343,17.154
17.165281,17.155
17.166246,17.156
17.166279,17.157
17.167217,17.157
17.167246,17.158
17.16725,17.159
17.168184,17.16
17.168215,17.161
17.168217,17.161
17.168217,17.162
17.167282,17.162
17.167253,17.162
17.16725,17.163
17.166313,17.163
17.166285,17.164
17.165346,17.164
17.165318,17.165
17.16438,17.165
17.16435,17.165
17.163412,17.166
17.163382,17.166
17.162445,17.167
17.162415,17.167
17.161476,17.167
17.160513,17.168
17.159546,17.168
17.159512,17.169
17.158575,17.169
17.15761,17.169
17.156643,17.17
17.15661,17.17
17.155672,17.17
17.154709,17.171
17.153742,17.171
17.153708,17.171
17.152771,17.172
17.151806,17.172
17.150839,17.172
17.150806,17.173
17.149868,17.173
17.148905,17.173
17.147938,17.173
17.147903,17.174
17.1479,17.174
17.146967,17.174
17.146936,17.175
17.146933,17.175
17.146,17.178
17.14597,17.18
17.145966,17.183
17.145966,17.185
17.145033,17.188
17.145,17.19
17.144999,17.193
17.144999,17.195
17.144999,17.198
17.144999,17.2
17.144066,17.203
17.144033,17.205
17.144032,17.208
17.144032,17.21
17.143099,17.213
17.143066,17.215
17.143063,17.218
17.143063,17.22
17.143063,17.223
17.14213,17.225
17.1421,17.227
17.142096,17.228
17.142096,17.23
17.141163,17.231
17.141132,17.233
17.141129,17.234
17.140196,17.236
17.140165,17.237
17.139229,17.239
17.138266,17.24
17.138231,17.242
17.137295,17.243
17.136332,17.245
17.135365,17.246
17.135328,17.248
17.134394,17.249
17.13343,17.25
17.132463,17.252
17.131496,17.253
17.13053,17.255
17.129562,17.253
17.128595,17.252
17.127628,17.25
17.126661,17.248
17.125694,17.247
17.124727,17.245
17.12376,17.243
17.123724,17.242
17.12279,17.24
17.121826,17.238
17.12179,17.237
17.120855,17.235
17.119892,17.234
17.118925,17.232
17.118889,17.23
17.117954,17.229
17.116993,17.227
17.116026,17.225
17.115988,17.224
17.115055,17.222
17.114092,17.22
17.114054,17.219
17.113121,17.217
17.112158,17.215
17.11212,17.213
17.111187,17.211
17.110224,17.21
17.110186,17.208
17.109253,17.206
17.10922,17.204
17.108288,17.203
17.108253,17.201
17.10825,17.199
17.10732,17.197
17.107286,17.196
17.106354,17.194
17.10632,17.192
17.106316,17.19
17.106316,17.188
17.105387,17.187
17.105352,17.186
17.105349,17.185
17.10442,17.184
17.104385,17.183
17.103455,17.182
17.103418,17.181
17.102488,17.18
17.102451,17.179
17.10152,17.178
17.101484,17.177
17.100554,17.176
17.09959,17.175
17.099552,17.174
17.098621,17.173
17.097658,17.172
17.096691,17.172
17.095724,17.171
17.095686,17.17
17.094753,17.169
17.093792,17.168
17.092825,17.166
17.092785,17.164
17.091854,17.162
17.090893,17.16
17.089926,17.158
17.089886,17.156
17.088955,17.154
17.087992,17.152
17.087027,17.15
17.086987,17.148
17.086056,17.146
17.085093,17.145
17.084127,17.143
17.08316,17.141
17.082193,17.139
17.082153,17.137
17.081224,17.135
17.080261,17.133
17.079294,17.131
17.07833,17.129
17.078287,17.129
17.077358,17.129
17.076395,17.129
17.07543,17.129
17.074463,17.129
17.073498,17.129
17.07253,17.129
17.071566,17.13
17.070599,17.13
17.069632,17.13
17.068666,17.13
17.0677,17.13
17.067657,17.13
17.066729,17.13
17.065767,17.13
17.064802,17.13
17.063835,17.13
17.063793,17.13
17.062864,17.13
17.061903,17.13
17.06186,17.13
17.060932,17.129
17.05997,17.129
17.059006,17.129
17.058039,17.128
17.057074,17.128
17.056107,17.128
17.056063,17.127
17.055136,17.127
17.054174,17.126
17.05321,17.126
17.052242,17.126
17.051277,17.125
17.05031,17.125
17.049345,17.125
17.047459,17.124
17.046452,17.124
17.045483,17.123
17.043594,17.123
17.04259,17.123
17.041618,17.12
17.039732,17.118
17.038725,17.115
17.037756,17.113
17.036789,17.11
17.035824,17.108
17.033937,17.105
17.03293,17.103
17.031961,17.1
17.030994,17.098
17.02911,17.095
17.028103,17.093
17.027132,17.09
17.025248,17.088
17.023323,17.085
17.02231,17.083
17.020422,17.08
17.019413,17.077
17.018444,17.075
17.01656,17.072
17.01555,17.073
17.013664,17.073
17.011738,17.073
17.010725,17.073
17.008839,17.073
17.007828,17.073
17.005941,17.073
17.004932,17.074
17.003046,17.074
17.002037,17.074
17.00015,17.074
16.999142,17.074
16.997255,17.074
16.996246,17.074
16.994362,17.075
16.992435,17.075
16.990507,17.075
16.98949,17.075
16.987606,17.075
16.985682,17.075
16.984665,17.078
16.982782,17.081
16.980858,17.084
16.978928,17.087
16.977,17.09
16.97598,17.093
16.974098,17.096
16.972176,17.099
16.970245,17.102
16.968317,17.105
16.967299,17.108
16.965418,17.111
16.964405,17.114
16.962524,17.117
16.96151,17.12
16.959631,17.123
16.958616,17.126
16.957647,17.129
16.955772,17.132
16.954758,17.135
16.952879,17.14
16.951864,17.145
16.950895,17.15
16.94993,17.155
16.948057,17.159
16.947042,17.164
16.946074,17.169
16.9442,17.174
16.943186,17.179
16.941307,17.183
16.940292,17.188
16.938416,17.193
16.936493,17.198
16.935472,17.203
16.933596,17.207
16.931673,17.212
16.929745,17.217
16.928722,17.222
16.926847,17.227
16.924925,17.231
16.922998,17.231
16.92107,17.231
16.919142,17.23
16.91812,17.23
16.916245,17.229
16.914324,17.229
16.9133,17.229
16.911425,17.228
16.910408,17.228
16.908535,17.227
16.907516,17.227
16.906546,17.227
16.905582,17.226
16.90462,17.226
16.903654,17.225
16.90269,17.225
16.900826,17.225
16.899807,17.224
16.898838,17.224
16.897873,17.223
16.89691,17.222
16.895947,17.221
16.894981,17.219
16.894018,17.218
16.893055,17.216
16.892092,17.215
16.891129,17.213
16.890165,17.212
16.889202,17.211
16.888237,17.209
16.887274,17.208
16.88631,17.206
16.885347,17.205
16.884384,17.203
16.88342,17.202
16.882458,17.201
16.882393,17.199
16.881487,17.198
16.88053,17.196
16.879568,17.195
16.878605,17.195
16.877642,17.196
16.876678,17.197
16.875715,17.197
16.874752,17.198
16.873787,17.198
16.872824,17.199
16.871862,17.199
16.8709,17.2
16.869936,17.201
16.868074,17.201
16.867054,17.202
16.866083,17.202
16.86512,17.203
16.86326,17.203
16.862238,17.204
16.861269,17.204
16.860304,17.205
16.859343,17.206
16.85838,17.206
16.857416,17.204
16.856453,17.202
16.85549,17.201
16.854527,17.199
16.853563,17.197
16.852602,17.195
16.851639,17.193
16.850676,17.191
16.849712,17.189
16.849646,17.187
16.848742,17.186
16.847786,17.184
16.846825,17.182
16.846756,17.18
16.845854,17.178
16.845793,17.176
16.845785,17.174
16.84489,17.172
16.84483,17.171
16.844822,17.169
16.844822,17.167
16.843927,17.166
16.843866,17.165
16.843859,17.163
16.843859,17.162
16.843859,17.161
16.843859,17.16
16.843859,17.158
16.843859,17.157
16.843859,17.156
16.843859,17.154
16.843859,17.153
16.843859,17.152
16.843859,17.151
16.844753,17.149
16.844812,17.148
16.84482,17.147
16.844822,17.145
16.844822,17.144
16.844822,17.143
16.844822,17.139
16.845716,17.136
16.845776,17.132
16.845783,17.129
16.845785,17.125
16.845785,17.121
16.845785,17.118
16.845785,17.114
16.845785,17.111
16.845785,17.107
16.84489,17.104
16.84483,17.1
16.844822,17.097
16.844822,17.093
16.844822,17.09
16.844822,17.086
16.844822,17.082
16.844822,17.079
16.845716,17.075
16.845776,17.072
16.846678,17.069
16.846739,17.067
16.846746,17.065
16.847641,17.062
16.847702,17.06
16.848604,17.057
16.848665,17.055
16.849567,17.052
16.849628,17.05
16.85053,17.048
16.850592,17.045
16.851494,17.043
16.85245,17.04
16.852516,17.038
16.85342,17.036
16.854376,17.033
16.854443,17.031
16.855347,17.028
16.856302,17.026
16.856369,17.023
16.857271,17.023
16.858229,17.022
16.85919,17.022
16.859257,17.021
16.86016,17.021
16.861118,17.02
16.862082,17.019
16.863043,17.019
16.864008,17.018
16.864971,17.018
16.865934,17.017
16.866898,17.017
16.86786,17.016
16.868824,17.015
16.869787,17.015
16.871649,17.014
16.872671,17.014
16.87364,17.013
16.874605,17.013
16.875568,17.012
16.87743,17.008
16.87845,17.005
16.880322,17.001
16.881342,16.997
16.883213,16.994
16.884233,16.99
16.885204,16.986
16.887068,16.982
16.888088,16.979
16.88996,16.975
16.89098,16.971
16.89195,16.968
16.893816,16.964
16.894835,16.96
16.895805,16.956
16.896769,16.953
16.897734,16.949
16.898697,16.945
16.89966,16.942
16.900625,16.938
16.900686,16.931
16.901596,16.924
16.902554,16.916
16.903517,16.909
16.90448,16.902
16.905445,16.895
16.906408,16.888
16.90647,16.881
16.90738,16.873
16.908339,16.866
16.909302,16.859
16.910265,16.852
16.91123,16.845
16.912193,16.838
16.913158,16.83
16.913218,16.823
16.914127,16.816
16.914183,16.809
16.915092,16.802
16.915146,16.794
16.915154,16.791
16.916058,16.788
16.916111,16.785
16.916117,16.782
16.91702,16.779
16.917074,16.776
16.91708,16.773
16.917986,16.77
16.91804,16.767
16.918045,16.764
16.91895,16.761
16.919003,16.758
16.919008,16.755
16.91901,16.752
16.919914,16.749
16.919968,16.746
16.919973,16.743
16.920877,16.74
16.92093,16.737
16.920937,16.734
16.921843,16.734
16.921896,16.733
16.921902,16.733
16.922806,16.732
16.92286,16.731
16.922865,16.731
16.922865,16.73
16.92377,16.73
16.923822,16.729
16.92383,16.728
16.924736,16.728
16.924788,16.727
16.924793,16.727
16.924793,16.726
16.924793,16.725
16.9257,16.725
16.925753,16.724
16.925758,16.724
16.925758,16.723
16.925758,16.722
16.925758,16.723
16.924852,16.724
16.9248,16.725
16.924795,16.726
16.92389,16.727
16.923836,16.728
16.92383,16.729
16.922924,16.73
16.922873,16.731
16.92196,16.732
16.921907,16.733
16.921902,16.734
16.920998,16.735
16.92004,16.736
16.919981,16.736
16.91907,16.737
16.919016,16.738
16.918106,16.739
16.917147,16.74
16.91709,16.741
16.916178,16.744
16.91522,16.747
16.915161,16.749
16.91425,16.752
16.914196,16.755
16.913286,16.758
16.913233,16.76
16.913225,16.763
16.912321,16.766
16.912268,16.769
16.911358,16.771
16.911304,16.774
16.910395,16.777
16.91034,16.78
16.910334,16.782
16.90943,16.785
16.909376,16.788
16.908466,16.791
16.908413,16.793
16.908405,16.796
16.907503,16.796
16.907448,16.796
16.907442,16.796
16.907442,16.797
16.906538,16.797
16.906485,16.797
16.906479,16.797
16.906477,16.797
16.906477,16.797
16.906477,16.797
16.906477,16.797
16.906477,16.797
16.907381,16.797
16.907434,16.798
16.90744,16.798
16.907442,16.798
16.908344,16.798
16.908398,16.798
16.909307,16.798
16.909363,16.798
16.910273,16.799
16.91123,16.8
16.912193,16.801
16.912254,16.802
16.913164,16.803
16.914122,16.804
16.915085,16.804
16.91605,16.805
16.917013,16.806
16.917978,16.807
16.918941,16.808
16.92081,16.809
16.92183,16.81
16.922798,16.811
16.923763,16.812
16.925634,16.813
16.926651,16.814
16.92762,16.814
16.928585,16.815
16.928644,16.816
16.929556,16.819
16.930515,16.822
16.931479,16.825
16.931538,16.828
16.93245,16.831
16.933409,16.834
16.933466,16.837
16.934378,16.84
16.934431,16.843
16.935343,16.846
16.935394,16.849
16.936308,16.852
16.937265,16.855
16.93823,16.858
16.939194,16.86
16.940159,16.863
16.942032,16.866
16.943047,16.869
16.944017,16.872
16.944983,16.875
16.946856,16.881
16.94787,16.886
16.949749,16.892
16.950764,16.898
16.951735,16.903
16.95361,16.909
16.954622,16.915
16.955593,16.92
16.956558,16.926
16.957523,16.931
16.959398,16.937
16.960411,16.943
16.961382,16.948
16.963259,16.954
16.964272,16.959
16.966152,16.965
16.967167,16.971
16.968138,16.976
16.969103,16.982
16.970068,16.987
16.971945,16.99
16.972958,16.992
16.974838,16.995
16.975853,16.997
16.976822,17.0
16.9787,17.002
16.979713,17.005
16.980682,17.007
16.982561,17.01
16.983574,17.013
16.984545,17.015
16.986423,17.018
16.987434,17.02
16.988405,17.023
16.98937,17.025
16.990335,17.028
16.992216,17.03
16.993227,17.033
16.994198,17.035
16.995163,17.038
16.996128,17.041
16.998009,17.044
16.99902,17.047
16.999989,17.051
17.000956,17.054
17.00192,17.057
17.002886,17.061
17.00385,17.064
17.004818,17.067
17.005783,17.07
17.006748,17.074
17.007713,17.077
17.009596,17.08
17.010605,17.084
17.011576,17.087
17.013458,17.09
17.014467,17.093
17.015438,17.097
17.016405,17.1
17.01737,17.103
17.018335,17.105
17.019302,17.107
17.020267,17.108
17.021233,17.11
17.0222,17.112
17.023165,17.113
17.02413,17.115
17.025097,17.116
17.026062,17.118
17.027029,17.12
17.027994,17.121
17.028042,17.123
17.028965,17.125
17.029926,17.126
17.030891,17.128
17.031858,17.13
17.031904,17.131
17.03283,17.133
17.03379,17.134
17.034756,17.136
17.03572,17.134
17.036688,17.133
17.037653,17.131
17.03862,17.129
17.039585,17.127
17.040552,17.125
17.041517,17.124
17.042484,17.122
17.04345,17.12
17.044416,17.118
17.045382,17.117
17.046349,17.115
17.047314,17.113
17.04736,17.111
17.048285,17.109
17.049246,17.108
17.050213,17.106
17.051178,17.104
17.051224,17.102
17.052149,17.101
17.053112,17.096
17.054077,17.091
17.055044,17.087
17.055088,17.082
17.056015,17.077
17.056976,17.073
17.057941,17.068
17.058908,17.063
17.058952,17.059
17.05988,17.054
17.05992,17.049
17.060846,17.045
17.060884,17.04
17.061811,17.035
17.061852,17.031
17.061855,17.026
17.061855,17.021
17.062778,17.017
17.062817,17.012
17.06282,17.008
17.062822,17.007
17.062822,17.006
17.062822,17.006
17.063745,17.005
17.063784,17.004
17.063787,17.004
17.06471,17.003
17.064749,17.002
17.065678,17.002
17.065716,17.001
17.06572,17.0
17.066645,17.0
17.066683,16.999
17.06761,16.998
17.067648,16.998
17.067652,16.997
17.068577,16.996
17.068615,16.996
17.068619,16.995
17.068619,16.994
17.069544,16.995
17.069582,16.995
17.069586,16.995
17.070509,16.996
17.070547,16.996
17.071476,16.997
17.071514,16.997
17.071518,16.998
17.072443,16.998
17.072481,16.998
17.072485,16.999
17.073408,16.999
17.073446,17.0
17.074375,17.0
17.074413,17.0
17.074417,17.001
17.075342,17.001
17.075378,17.002
17.075384,17.002
17.075384,17.002
17.075384,17.002
17.07631,17.001
17.076345,17.0
17.07635,17.0
17.077274,16.999
17.077312,16.998
17.077316,16.998
17.078241,16.997
17.07828,16.997
17.079208,16.996
17.079245,16.995
17.079248,16.995
17.080175,16.994
17.080212,16.993
17.080215,16.993
17.08114,16.992
17.081179,16.991
17.081182,16.991
17.081182,16.99
17.081182,16.989
17.081182,16.99
17.080257,16.991
17.08022,16.992
17.080215,16.993
17.07929,16.994
17.079254,16.994
17.078325,16.995
17.078287,16.996
17.077358,16.997
17.076395,16.998
17.07543,16.999
17.074463,17.0
17.073498,17.0
17.07253,17.001
17.071566,17.002
17.070599,17.003
17.069632,17.004
17.068666,17.005
17.0677,17.006
17.066734,17.006
17.065767,17.006
17.064802,17.005
17.063835,17.005
17.06287,17.004
17.061903,17.004
17.06186,17.003
17.060932,17.003
17.060894,17.002
17.059967,17.001
17.059927,17.001
17.059,17.0
17.058039,17.0
17.057995,16.999
17.057068,16.999
17.05703,16.998
17.057024,16.998
17.056103,16.997
17.055141,16.996
17.054174,16.996
17.05413,16.995
17.053204,16.994
17.052242,16.992
17.051277,16.99
17.051233,16.989
17.050306,16.987
17.049345,16.985
17.04838,16.984
17.047413,16.982
17.046448,16.98
17.04548,16.979
17.044516,16.977
17.04355,16.975
17.042583,16.974
17.041618,16.972
17.040653,16.97
17.039686,16.969
17.038721,16.967
17.037754,16.965
17.036789,16.964
17.035824,16.962
17.034859,16.963
17.033892,16.963
17.032927,16.964
17.031961,16.965
17.030994,16.966
17.03003,16.966
17.029064,16.967
17.0281,16.968
17.028051,16.969
17.027128,16.969
17.027086,16.97
17.026161,16.971
17.02612,16.972
17.026115,16.972
17.026115,16.973
17.026115,16.974
17.026115,16.975
17.026115,16.975
17.026115,16.976
17.026115,16.977
17.026115,16.979
17.026115,16.98
17.026115,16.982
17.026115,16.984
17.027033,16.986
17.027075,16.988
17.02708,16.99
17.02708,16.991
17.02708,16.993
17.028,16.995
17.028042,16.997
17.028046,16.999
17.028046,17.001
17.028046,17.002
17.028965,17.004
17.029007,17.006
17.02901,17.008
17.02901,17.01
17.02993,17.012
17.029972,17.013
17.029978,17.013
17.029978,17.012
17.029978,17.011
17.029978,17.01
17.029978,17.01
17.029978,17.009
17.029978,17.008
17.029058,17.007
17.029016,17.007
17.029013,17.006
17.029013,17.005
17.029013,17.004
17.029013,17.004
17.028093,17.003
17.028051,17.002
17.028046,17.001
17.028046,17.0
17.028046,17.0
17.028046,16.999
17.028046,16.998
17.027128,16.994
17.027084,16.991
17.02708,16.987
17.026161,16.983
17.02612,16.98
17.025196,16.976
17.025154,16.972
17.024231,16.969
17.024189,16.965
17.024183,16.961
17.024183,16.958
17.023264,16.954
17.023222,16.95
17.023218,16.947
17.023218,16.943
17.023218,16.939
17.023218,16.936
17.023218,16.932
17.023218,16.928
17.023218,16.924
17.023218,16.921
17.023218,16.918
17.023218,16.915
17.023218,16.912
17.023218,16.909
17.022299,16.906
17.022257,16.903
17.021334,16.9
17.021292,16.897
17.020369,16.894
17.020325,16.891
17.02032,16.888
17.019403,16.885
17.018442,16.882
17.018394,16.878
17.017471,16.875
17.01743,16.872
17.016506,16.869
17.016464,16.866
17.015541,16.863
17.01458,16.865
17.014532,16.866
17.01361,16.868
17.01265,16.869
17.012602,16.871
17.011679,16.873
17.011635,16.874
17.010714,16.876
17.01067,16.877
17.010666,16.879
17.010666,16.881
17.010666,16.882
17.010666,16.884
17.010666,16.885
17.010666,16.887
17.010666,16.889
17.009748,16.89
17.009705,16.892
17.0097,16.893
17.008783,16.895
17.00874,16.892
17.007818,16.889
17.007774,16.885
17.006853,16.882
17.00681,16.879
17.006804,16.876
17.005888,16.873
17.005842,16.869
17.005838,16.866
17.004923,16.863
17.004877,16.86
17.003958,16.857
17.003912,16.853
17.003908,16.85
17.00299,16.847
17.002947,16.844
17.002943,16.841
17.002941,16.837
17.002026,16.834
17.001982,16.831
17.001976,16.829
17.001976,16.828
17.001976,16.826
17.001976,16.824
17.001976,16.823
17.001976,16.821
17.001976,16.819
17.00106,16.817
17.001017,16.816
17.000095,16.814
17.000051,16.812
16.99913,16.811
16.99817,16.809
16.998121,16.807
16.9972,16.806
16.997154,16.804
16.99715,16.802
16.996235,16.801
16.99619,16.799
16.99527,16.797
16.995224,16.801
16.994305,16.804
16.994259,16.807
16.994255,16.811
16.99334,16.814
16.993294,16.818
16.99329,16.821
16.993288,16.824
16.993288,16.828
16.993288,16.831
16.992374,16.834
16.992329,16.838
16.992323,16.841
16.992323,16.845
16.99141,16.848
16.991364,16.851
16.991358,16.855
16.990444,16.858
16.990398,16.861
16.98948,16.865
16.989433,16.864
16.988514,16.864
16.988468,16.864
16.987549,16.864
16.987503,16.863
16.987497,16.863
16.986584,16.863
16.986538,16.862
16.986532,16.862
16.986532,16.862
16.985619,16.862
16.985573,16.861
16.985567,16.861
16.985567,16.861
16.985567,16.86
16.985567,16.86
16.985567,16.86
16.985567,16.86
16.985567,16.859
16.985567,16.859
16.985567,16.862
16.985567,16.864
16.985567,16.867
16.985567,16.87
16.985567,16.872
16.985567,16.875
16.985567,16.878
16.985567,16.88
16.985567,16.883
16.98648,16.886
16.986526,16.888
16.986532,16.891
16.986532,16.894
16.986532,16.897
16.986532,16.899
16.986532,16.902
16.986532,16.905
16.986532,16.907
16.986532,16.91
16.986532,16.913
16.987446,16.915
16.987492,16.918
16.987497,16.921
16.987497,16.924
16.987497,16.927
16.98841,16.93
16.988457,16.932
16.988462,16.935
16.988462,16.938
16.988462,16.941
16.988462,16.944
16.988462,16.947
16.988462,16.949
16.988462,16.952
16.988462,16.955
16.987549,16.958
16.987503,16.961
16.987497,16.964
16.986584,16.966
16.985624,16.969
16.985573,16.968
16.984653,16.968
16.983694,16.967
16.983643,16.966
16.982723,16.965
16.982677,16.965
16.98176,16.964
16.981712,16.963
16.980795,16.962
16.980747,16.961
16.97983,16.961
16.979782,16.96
16.978865,16.959
16.978817,16.958
16.978811,16.957
16.9779,16.957
16.977852,16.956
16.977848,16.955
16.977846,16.954
16.977846,16.953
16.977846,16.951
16.977846,16.949
16.977846,16.946
16.977846,16.944
16.977846,16.941
16.977846,16.939
16.977846,16.936
16.97876,16.934
16.978806,16.931
16.978811,16.929
16.979725,16.927
16.97977,16.924
16.979776,16.922
16.98069,16.919
16.980736,16.917
16.980742,16.914
